Disk Folder Name,Disk Relative Path,Size (MB),Reconciliation Status,Match Tier,Canonical Title,Canonical Author,Canonical ASIN,Canonical Series
23-Paradise Snare[Han Solo Trilogy Book 1]_1,_Uncataloged\23-Paradise Snare[Han Solo Trilogy Book 1]_1,176.61,DUPLICATE_EXTRA_COPY,None (Not in Manifest),23-Paradise Snare[Han Solo Trilogy Book 1],Unknown,,
26-Soldier For The Empire[Dark Forces Trilogy Book 1]_1,_Uncataloged\26-Soldier For The Empire[Dark Forces Trilogy Book 1]_1,98.5,DUPLICATE_EXTRA_COPY,None (Not in Manifest),26-Soldier For The Empire[Dark Forces Trilogy Book 1],Unknown,,
35-Rebel Agent[Dark Forces Trilogy Book 2]_1,_Uncataloged\35-Rebel Agent[Dark Forces Trilogy Book 2]_1,112.35,DUPLICATE_EXTRA_COPY,None (Not in Manifest),35-Rebel Agent[Dark Forces Trilogy Book 2],Unknown,,
58-Jedi Search[The Jedi Academy Trilogy Book 1]_1,_Uncataloged\58-Jedi Search[The Jedi Academy Trilogy Book 1]_1,54.09,DUPLICATE_EXTRA_COPY,None (Not in Manifest),58-Jedi Search[The Jedi Academy Trilogy Book 1],Unknown,,
62-Children Of The Jedi[Callista Trilogy Book 1]_1,_Uncataloged\62-Children Of The Jedi[Callista Trilogy Book 1]_1,59.11,DUPLICATE_EXTRA_COPY,None (Not in Manifest),62-Children Of The Jedi[Callista Trilogy Book 1],Unknown,,
65-Starfighters Of Adumar[X-Wing Book 9]_1,_Uncataloged\65-Starfighters Of Adumar[X-Wing Book 9]_1,52.85,DUPLICATE_EXTRA_COPY,None (Not in Manifest),65-Starfighters Of Adumar[X-Wing Book 9],Unknown,,
71-Ambush At Corellia[The Corellian Trilogy Book 1]_1,_Uncataloged\71-Ambush At Corellia[The Corellian Trilogy Book 1]_1,53.84,DUPLICATE_EXTRA_COPY,None (Not in Manifest),71-Ambush At Corellia[The Corellian Trilogy Book 1],Unknown,,
74-Specter Of The Past[The Thrawn Duologuy Book 1]_1,_Uncataloged\74-Specter Of The Past[The Thrawn Duologuy Book 1]_1,57.4,DUPLICATE_EXTRA_COPY,None (Not in Manifest),74-Specter Of The Past[The Thrawn Duologuy Book 1],Unknown,,
78-Onslaught[The New Jedi Order Book 2]_1,_Uncataloged\78-Onslaught[The New Jedi Order Book 2]_1,61.61,DUPLICATE_EXTRA_COPY,None (Not in Manifest),78-Onslaught[The New Jedi Order Book 2],Unknown,,
92-Refugee[The New Jedi Order Book 16]_1,_Uncataloged\92-Refugee[The New Jedi Order Book 16]_1,75.54,DUPLICATE_EXTRA_COPY,None (Not in Manifest),92-Refugee[The New Jedi Order Book 16],Unknown,,
101-Tempest[Legacy Of The Force Book 3]_2,_Uncataloged\101-Tempest[Legacy Of The Force Book 3]_2,346.23,DUPLICATE_EXTRA_COPY,None (Not in Manifest),101-Tempest[Legacy Of The Force Book 3],Unknown,,
23-Paradise Snare[Han Solo Trilogy Book 1]_2,_Uncataloged\23-Paradise Snare[Han Solo Trilogy Book 1]_2,176.27,DUPLICATE_EXTRA_COPY,None (Not in Manifest),23-Paradise Snare[Han Solo Trilogy Book 1],Unknown,,
26-Soldier For The Empire[Dark Forces Trilogy Book 1]_2,_Uncataloged\26-Soldier For The Empire[Dark Forces Trilogy Book 1]_2,98.02,DUPLICATE_EXTRA_COPY,None (Not in Manifest),26-Soldier For The Empire[Dark Forces Trilogy Book 1],Unknown,,
35-Rebel Agent[Dark Forces Trilogy Book 2]_2,_Uncataloged\35-Rebel Agent[Dark Forces Trilogy Book 2]_2,111.87,DUPLICATE_EXTRA_COPY,None (Not in Manifest),35-Rebel Agent[Dark Forces Trilogy Book 2],Unknown,,
58-Jedi Search[The Jedi Academy Trilogy Book 1]_2,_Uncataloged\58-Jedi Search[The Jedi Academy Trilogy Book 1]_2,53.71,DUPLICATE_EXTRA_COPY,None (Not in Manifest),58-Jedi Search[The Jedi Academy Trilogy Book 1],Unknown,,
62-Children Of The Jedi[Callista Trilogy Book 1]_2,_Uncataloged\62-Children Of The Jedi[Callista Trilogy Book 1]_2,58.59,DUPLICATE_EXTRA_COPY,None (Not in Manifest),62-Children Of The Jedi[Callista Trilogy Book 1],Unknown,,
65-Starfighters Of Adumar[X-Wing Book 9]_2,_Uncataloged\65-Starfighters Of Adumar[X-Wing Book 9]_2,52.85,DUPLICATE_EXTRA_COPY,None (Not in Manifest),65-Starfighters Of Adumar[X-Wing Book 9],Unknown,,
71-Ambush At Corellia[The Corellian Trilogy Book 1]_2,_Uncataloged\71-Ambush At Corellia[The Corellian Trilogy Book 1]_2,53.84,DUPLICATE_EXTRA_COPY,None (Not in Manifest),71-Ambush At Corellia[The Corellian Trilogy Book 1],Unknown,,
74-Specter Of The Past[The Thrawn Duologuy Book 1]_2,_Uncataloged\74-Specter Of The Past[The Thrawn Duologuy Book 1]_2,57.4,DUPLICATE_EXTRA_COPY,None (Not in Manifest),74-Specter Of The Past[The Thrawn Duologuy Book 1],Unknown,,
78-Onslaught[The New Jedi Order Book 2]_2,_Uncataloged\78-Onslaught[The New Jedi Order Book 2]_2,61.61,DUPLICATE_EXTRA_COPY,None (Not in Manifest),78-Onslaught[The New Jedi Order Book 2],Unknown,,
92-Refugee[The New Jedi Order Book 16]_2,_Uncataloged\92-Refugee[The New Jedi Order Book 16]_2,75.54,DUPLICATE_EXTRA_COPY,None (Not in Manifest),92-Refugee[The New Jedi Order Book 16],Unknown,,
Book 1 - Foundation_9,_Uncataloged\Book 1 - Foundation_9,169.95,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Book 1 - Foundation,Unknown,,
Exported,_Uncataloged\Exported,33646.51,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Exported,Unknown,,
Death's Excellent Va_B091525ZZ9_LC_128_44100_Stereo.m4b,_Uncataloged\Death's Excellent Va_B091525ZZ9_LC_128_44100_Stereo.m4b,352.08,TRUE_STANDALONE_EXTRA,None (Not in Manifest),Death's Excellent Va_B091525ZZ9_LC_128_44100_Stereo.m4b,Unknown,,
Death's Excellent Va_B091525ZZ9_LC_128_44100_Stereo.m4b_51810e55,_Uncataloged\Death's Excellent Va_B091525ZZ9_LC_128_44100_Stereo.m4b_51810e55,352.08,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Death's Excellent Va_B091525ZZ9_LC_128_44100_Stereo.m4b,Unknown,,
Dragonslayer's Retur_B003TTWD2W_LC_64_22050_Stereo.m4b_e8078a05,_Uncataloged\Dragonslayer's Retur_B003TTWD2W_LC_64_22050_Stereo.m4b_e8078a05,137.59,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Dragonslayer's Retur_B003TTWD2W_LC_64_22050_Stereo.m4b,Unknown,,
Echoes of the Fourth_B003BKOXXQ_LC_64_22050_Stereo.m4b_903758b2,_Uncataloged\Echoes of the Fourth_B003BKOXXQ_LC_64_22050_Stereo.m4b_903758b2,152.54,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Echoes of the Fourth_B003BKOXXQ_LC_64_22050_Stereo.m4b,Unknown,,
Brotherhood of the W_B002V5COK6_LC_128_44100_Stereo.m4b_a0ce282b,_Uncataloged\Brotherhood of the W_B002V5COK6_LC_128_44100_Stereo.m4b_a0ce282b,484.52,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Brotherhood of the W_B002V5COK6_LC_128_44100_Stereo.m4b,Unknown,,
Brotherhood of the W_B002V5A03O_LC_128_44100_Stereo.m4b_b911d0c3,_Uncataloged\Brotherhood of the W_B002V5A03O_LC_128_44100_Stereo.m4b_b911d0c3,281.0,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Brotherhood of the W_B002V5A03O_LC_128_44100_Stereo.m4b,Unknown,,
Dead and Gone Sookie_B002VA9MU6_LC_64_22050_Stereo.m4b_96379199,_Uncataloged\Dead and Gone Sookie_B002VA9MU6_LC_64_22050_Stereo.m4b_96379199,124.83,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Dead and Gone Sookie_B002VA9MU6_LC_64_22050_Stereo.m4b,Unknown,,
Beware of Chicken 3 _B0CM3MJX6B_LC_128_44100_Stereo.m4b_01d68528,_Uncataloged\Beware of Chicken 3 _B0CM3MJX6B_LC_128_44100_Stereo.m4b_01d68528,537.14,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Beware of Chicken 3 _B0CM3MJX6B_LC_128_44100_Stereo.m4b,Unknown,,
Beware of Chicken A _B09Y74RHLC_LC_128_44100_Stereo.m4b_c635ac6e,_Uncataloged\Beware of Chicken A _B09Y74RHLC_LC_128_44100_Stereo.m4b_c635ac6e,328.62,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Beware of Chicken A _B09Y74RHLC_LC_128_44100_Stereo.m4b,Unknown,,
Beware of Chicken 3 _B0CM3LRPVD_LC_128_44100_Stereo.m4b_171f127d,_Uncataloged\Beware of Chicken 3 _B0CM3LRPVD_LC_128_44100_Stereo.m4b_171f127d,543.16,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Beware of Chicken 3 _B0CM3LRPVD_LC_128_44100_Stereo.m4b,Unknown,,
Beware of Chicken 2 _B0BVDQSZVN_LC_128_44100_Stereo.m4b_d6467717,_Uncataloged\Beware of Chicken 2 _B0BVDQSZVN_LC_128_44100_Stereo.m4b_d6467717,471.9,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Beware of Chicken 2 _B0BVDQSZVN_LC_128_44100_Stereo.m4b,Unknown,,
Beware of Chicken 2 _B0BVD38YJJ_LC_128_44100_Stereo.m4b_d234c803,_Uncataloged\Beware of Chicken 2 _B0BVD38YJJ_LC_128_44100_Stereo.m4b_d234c803,517.99,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Beware of Chicken 2 _B0BVD38YJJ_LC_128_44100_Stereo.m4b,Unknown,,
Neil Degrasse Tyson,_Uncataloged\Non Fiction\Neil Degrasse Tyson,422.0,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Neil Degrasse Tyson,Unknown,,
"Time Enough For Love, Volume 1 Part 1","_Uncataloged\Time Enough For Love\Time Enough For Love, Volume 1 Part 1",75.3,DUPLICATE_EXTRA_COPY,None (Not in Manifest),"Time Enough For Love, Volume 1 Part 1",Unknown,,
25 Demon Wars - Book 01 - The Demon Awakens_e2f6f9a4,_Uncataloged\25 Demon Wars - Book 01 - The Demon Awakens_e2f6f9a4,617.54,DUPLICATE_EXTRA_COPY,None (Not in Manifest),25 Demon Wars - Book 01 - The Demon Awakens,Unknown,,
26 Demon Wars - Book 02 - The Demon Spirit_ec82b5e2,_Uncataloged\26 Demon Wars - Book 02 - The Demon Spirit_ec82b5e2,585.57,DUPLICATE_EXTRA_COPY,None (Not in Manifest),26 Demon Wars - Book 02 - The Demon Spirit,Unknown,,
Exported_9d6c4550,_Uncataloged\Exported_9d6c4550,33646.51,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Exported,Unknown,,
Michael Crichton - Prey Audiobook In Proper Order [JabbaJr],_Uncataloged\Michael Crichton - Prey Audiobook In Proper Order [JabbaJr],354.19,TRUE_STANDALONE_EXTRA,None (Not in Manifest),Michael Crichton - Prey Audiobook In Proper Order [JabbaJr],Unknown,,
The Woman in the Room - NS,_Uncataloged\Stephen King (45 novels - 69)\__Night Shift_415\The Woman in the Room - NS,16.88,TRUE_STANDALONE_EXTRA,None (Not in Manifest),The Woman in the Room - NS,Unknown,,
The Man Who Loved Flowers - NS,_Uncataloged\Stephen King (45 novels - 69)\__Night Shift_415\The Man Who Loved Flowers - NS,3.36,DUPLICATE_EXTRA_COPY,None (Not in Manifest),The Man Who Loved Flowers - NS,Unknown,,
The Lawnmower Man - NS,_Uncataloged\Stephen King (45 novels - 69)\__Night Shift_415\The Lawnmower Man - NS,21.92,DUPLICATE_EXTRA_COPY,None (Not in Manifest),The Lawnmower Man - NS,Unknown,,
Strawberry Spring - NS,_Uncataloged\Stephen King (45 novels - 69)\__Night Shift_415\Strawberry Spring - NS,10.91,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Strawberry Spring - NS,Unknown,,
Jerusalem's Lot - NS,_Uncataloged\Stephen King (45 novels - 69)\__Night Shift_415\Jerusalem's Lot - NS,31.75,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Jerusalem's Lot - NS,Unknown,,
Quitters - NS,_Uncataloged\Stephen King (45 novels - 69)\__Night Shift_415\Quitters - NS,22.13,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Quitters - NS,Unknown,,
Sometimes They Come Back - NS,_Uncataloged\Stephen King (45 novels - 69)\__Night Shift_415\Sometimes They Come Back - NS,31.78,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Sometimes They Come Back - NS,Unknown,,
The Last Rung on the Ladder - NS,_Uncataloged\Stephen King (45 novels - 69)\__Night Shift_415\The Last Rung on the Ladder - NS,6.79,DUPLICATE_EXTRA_COPY,None (Not in Manifest),The Last Rung on the Ladder - NS,Unknown,,
I Know What You Need - NS,_Uncataloged\Stephen King (45 novels - 69)\__Night Shift_415\I Know What You Need - NS,37.92,DUPLICATE_EXTRA_COPY,None (Not in Manifest),I Know What You Need - NS,Unknown,,
Graveyard Shift - NS,_Uncataloged\Stephen King (45 novels - 69)\__Night Shift_415\Graveyard Shift - NS,27.42,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Graveyard Shift - NS,Unknown,,
The Mangler - NS,_Uncataloged\Stephen King (45 novels - 69)\The Mangler - NS,30.56,DUPLICATE_EXTRA_COPY,None (Not in Manifest),The Mangler - NS,Unknown,,
The Gingerbread Girl - Stephen King Audiobook Unabridged,_Uncataloged\Stephen King (45 novels - 69)\The Gingerbread Girl - Stephen King Audiobook Unabridged,76.68,DUPLICATE_EXTRA_COPY,None (Not in Manifest),The Gingerbread Girl - Stephen King Audiobook Unabridged,Unknown,,
The Ledge - NS,_Uncataloged\Stephen King (45 novels - 69)\The Ledge - NS,19.5,DUPLICATE_EXTRA_COPY,None (Not in Manifest),The Ledge - NS,Unknown,,
Stephen King - Liseys Story,_Uncataloged\Stephen King (45 novels - 69)\Stephen King - Liseys Story,518.3,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Stephen King - Liseys Story,Unknown,,
The Boogeyman - NS,_Uncataloged\Stephen King (45 novels - 69)\The Boogeyman - NS,14.27,DUPLICATE_EXTRA_COPY,None (Not in Manifest),The Boogeyman - NS,Unknown,,
Stephen King - Stationary Bike,_Uncataloged\Stephen King (45 novels - 69)\Stephen King - Stationary Bike,81.11,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Stephen King - Stationary Bike,Unknown,,
Stephen King - Eyes Of The Dragon Complete Audiobook In Proper Order [JabbaJr],_Uncataloged\Stephen King (45 novels - 69)\Stephen King - Eyes Of The Dragon Complete Audiobook In Proper Order [JabbaJr],154.62,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Stephen King - Eyes Of The Dragon Complete Audiobook In Proper Order [JabbaJr],Unknown,,
Stephen King - Everything's Eventual - 5 Dark Tales Audiobook In Proper Order [JabbaJr],_Uncataloged\Stephen King (45 novels - 69)\Stephen King - Everything's Eventual - 5 Dark Tales Audiobook In Proper Order [JabbaJr],300.78,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Stephen King - Everything's Eventual - 5 Dark Tales Audiobook In Proper Order [JabbaJr],Unknown,,
Stephen King & Peter Straub - The Talisman,_Uncataloged\Stephen King (45 novels - 69)\Stephen King & Peter Straub - The Talisman,382.87,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Stephen King & Peter Straub - The Talisman,Unknown,,
Night Surf - NS,_Uncataloged\Stephen King (45 novels - 69)\Night Surf - NS,4.98,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Night Surf - NS,Unknown,,
Gray Matter - NS,_Uncataloged\Stephen King (45 novels - 69)\Gray Matter - NS,45.54,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Gray Matter - NS,Unknown,,
Battleground - NS,_Uncataloged\Stephen King (45 novels - 69)\Battleground - NS,10.5,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Battleground - NS,Unknown,,
Audio.Book-Stephen.King--The.Shawshank.Redemption--Unabriged_SUSPENSE_{WHIX},_Uncataloged\Stephen King (45 novels - 69)\Audio.Book-Stephen.King--The.Shawshank.Redemption\Audio.Book-Stephen.King--The.Shawshank.Redemption--Unabriged_SUSPENSE_{WHIX},83.7,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Audio.Book-Stephen.King--The.Shawshank.Redemption--Unabriged_SUSPENSE_{WHIX},Unknown,,
Div Stephen King,_Uncataloged\Stephen King (45 novels - 69)\Div Stephen King,683.76,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Div Stephen King,Unknown,,
The Mummy,_Uncataloged\Stephen King (45 novels - 69)\Div Stephen King\The Mummy,61.76,DUPLICATE_EXTRA_COPY,None (Not in Manifest),The Mummy,Unknown,,
Nightmares & Dreamscapes (ALL 24 short stories),_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Nightmares & Dreamscapes (ALL 24 short stories),468.49,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Nightmares & Dreamscapes (ALL 24 short stories),Unknown,,
Skeleton Crew (4 out of 5 short stories released),_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Skeleton Crew (4 out of 5 short stories released),222.69,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Skeleton Crew (4 out of 5 short stories released),Unknown,,
The Breathing Method,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Different Seasons (ALL 4 novellas)\The Breathing Method,32.75,DUPLICATE_EXTRA_COPY,None (Not in Manifest),The Breathing Method,Unknown,,
The Body,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Different Seasons (ALL 4 novellas)\The Body,134.73,DUPLICATE_EXTRA_COPY,None (Not in Manifest),The Body,Unknown,,
Apt Pupil,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Different Seasons (ALL 4 novellas)\Apt Pupil,136.53,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Apt Pupil,Unknown,,
Rita Hayworth and the Shawshank Redemption,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Different Seasons (ALL 4 novellas)\Rita Hayworth and the Shawshank Redemption,81.19,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Rita Hayworth and the Shawshank Redemption,Unknown,,
2 Past Midnight - Secret Window Secret Garden,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Four Past Midnight (ALL 4 novellas)\2 Past Midnight - Secret Window Secret Garden,317.24,DUPLICATE_EXTRA_COPY,None (Not in Manifest),2 Past Midnight - Secret Window Secret Garden,Unknown,,
3 Past Midnight - The Library Policeman,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Four Past Midnight (ALL 4 novellas)\3 Past Midnight - The Library Policeman,240.36,DUPLICATE_EXTRA_COPY,None (Not in Manifest),3 Past Midnight - The Library Policeman,Unknown,,
1 Past Midnight - The Langoliers,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Four Past Midnight (ALL 4 novellas)\1 Past Midnight - The Langoliers,379.77,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1 Past Midnight - The Langoliers,Unknown,,
4 Past Midnight - The Sun Dog,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Four Past Midnight (ALL 4 novellas)\4 Past Midnight - The Sun Dog,42.5,DUPLICATE_EXTRA_COPY,None (Not in Manifest),4 Past Midnight - The Sun Dog,Unknown,,
Everything's Eventual (ALL 14 short stories),_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Everything's Eventual (ALL 14 short stories),613.78,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Everything's Eventual (ALL 14 short stories),Unknown,,
13 - Riding the Bullet,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Everything's Eventual (ALL 14 short stories)\13 - Riding the Bullet,88.59,DUPLICATE_EXTRA_COPY,None (Not in Manifest),13 - Riding the Bullet,Unknown,,
Night Shift (19 of 20 short stories),_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories),351.33,DUPLICATE_EXTRA_COPY,None (Not in Manifest),Night Shift (19 of 20 short stories),Unknown,,
18 - The Man Who Loved Flowers,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\18 - The Man Who Loved Flowers,6.71,DUPLICATE_EXTRA_COPY,None (Not in Manifest),18 - The Man Who Loved Flowers,Unknown,,
20 - The Woman in the Room,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\20 - The Woman in the Room,16.81,TRUE_STANDALONE_EXTRA,None (Not in Manifest),20 - The Woman in the Room,Unknown,,
17 - The Last Rung on the Ladder,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\17 - The Last Rung on the Ladder,13.94,DUPLICATE_EXTRA_COPY,None (Not in Manifest),17 - The Last Rung on the Ladder,Unknown,,
15 - I Know What You Need,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\15 - I Know What You Need,25.59,DUPLICATE_EXTRA_COPY,None (Not in Manifest),15 - I Know What You Need,Unknown,,
16 - Children of the Corn,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\16 - Children of the Corn,30.93,DUPLICATE_EXTRA_COPY,None (Not in Manifest),16 - Children of the Corn,Unknown,,
11 - Strawberry Spring,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\11 - Strawberry Spring,11.46,DUPLICATE_EXTRA_COPY,None (Not in Manifest),11 - Strawberry Spring,Unknown,,
14 - Quitters Inc,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\14 - Quitters Inc,22.43,DUPLICATE_EXTRA_COPY,None (Not in Manifest),14 - Quitters Inc,Unknown,,
13 - The Lawnmower Man,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\13 - The Lawnmower Man,11.15,DUPLICATE_EXTRA_COPY,None (Not in Manifest),13 - The Lawnmower Man,Unknown,,
12 - The Ledge,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\12 - The Ledge,19.89,DUPLICATE_EXTRA_COPY,None (Not in Manifest),12 - The Ledge,Unknown,,
10 - Sometimes They Come Back,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\10 - Sometimes They Come Back,31.63,DUPLICATE_EXTRA_COPY,None (Not in Manifest),10 - Sometimes They Come Back,Unknown,,
08 - Battleground,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\08 - Battleground,11.03,DUPLICATE_EXTRA_COPY,None (Not in Manifest),08 - Battleground,Unknown,,
01 - Jerusalem's Lot,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\01 - Jerusalem's Lot,42.26,DUPLICATE_EXTRA_COPY,None (Not in Manifest),01 - Jerusalem's Lot,Unknown,,
02 - Graveyard Shift,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\02 - Graveyard Shift,20.78,DUPLICATE_EXTRA_COPY,None (Not in Manifest),02 - Graveyard Shift,Unknown,,
03 - Night Surf,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\03 - Night Surf,10.13,DUPLICATE_EXTRA_COPY,None (Not in Manifest),03 - Night Surf,Unknown,,
05 - The Mangler,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\05 - The Mangler,22.91,DUPLICATE_EXTRA_COPY,None (Not in Manifest),05 - The Mangler,Unknown,,
07 - Grey Matter,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\07 - Grey Matter,14.64,DUPLICATE_EXTRA_COPY,None (Not in Manifest),07 - Grey Matter,Unknown,,
06 - The Boogeyman,_Uncataloged\Stephen King (45 novels - 69)\-SK Novellas and Short Stories (69)\Night Shift (19 of 20 short stories)\06 - The Boogeyman,14.84,DUPLICATE_EXTRA_COPY,None (Not in Manifest),06 - The Boogeyman,Unknown,,
2009 - Angel Time (SS1 - read by Paul Michael),_Uncataloged\Anne Rice\2009 - Angel Time (SS1 - read by Paul Michael),372.23,DUPLICATE_EXTRA_COPY,None (Not in Manifest),2009 - Angel Time (SS1 - read by Paul Michael),Unknown,,
2010 - Of Love and Evil (SS2 - read by Paul Michael),_Uncataloged\Anne Rice\2010 - Of Love and Evil (SS2 - read by Paul Michael),232.88,DUPLICATE_EXTRA_COPY,None (Not in Manifest),2010 - Of Love and Evil (SS2 - read by Paul Michael),Unknown,,
2005 - Christ the Lord - Out of Egypt (read by Josh Heine),_Uncataloged\Anne Rice\2005 - Christ the Lord - Out of Egypt (read by Josh Heine),381.89,DUPLICATE_EXTRA_COPY,None (Not in Manifest),2005 - Christ the Lord - Out of Egypt (read by Josh Heine),Unknown,,
1999 - Vittorio the Vampire (NV2 - read by Jonathan Marosz),_Uncataloged\Anne Rice\1999 - Vittorio the Vampire (NV2 - read by Jonathan Marosz),300.89,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1999 - Vittorio the Vampire (NV2 - read by Jonathan Marosz),Unknown,,
2002 - Blackwood Farm (VC9 - read by David Pittu),_Uncataloged\Anne Rice\2002 - Blackwood Farm (VC9 - read by David Pittu),854.5,DUPLICATE_EXTRA_COPY,None (Not in Manifest),2002 - Blackwood Farm (VC9 - read by David Pittu),Unknown,,
1998 - Pandora (NV1 - read by Kate Reading),_Uncataloged\Anne Rice\1998 - Pandora (NV1 - read by Kate Reading),392.74,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1998 - Pandora (NV1 - read by Kate Reading),Unknown,,
1993 - Lasher (MW2 - read by David Hartley-Margolin),_Uncataloged\Anne Rice\1993 - Lasher (MW2 - read by David Hartley-Margolin),1123.21,TRUE_STANDALONE_EXTRA,None (Not in Manifest),1993 - Lasher (MW2 - read by David Hartley-Margolin),Unknown,,
1994 - Taltos (MW3 - read by Laura Giannarelli),_Uncataloged\Anne Rice\1994 - Taltos (MW3 - read by Laura Giannarelli),935.93,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1994 - Taltos (MW3 - read by Laura Giannarelli),Unknown,,
1997 - Violin (read by Bernadette Dunne),_Uncataloged\Anne Rice\1997 - Violin (read by Bernadette Dunne),494.57,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1997 - Violin (read by Bernadette Dunne),Unknown,,
1996 - Servant of the Bones (read by Michael Prichard),_Uncataloged\Anne Rice\1996 - Servant of the Bones (read by Michael Prichard),724.56,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1996 - Servant of the Bones (read by Michael Prichard),Unknown,,
1985 - The Vampire Lestat (VC2 - read by Frank Muller),_Uncataloged\Anne Rice\1985 - The Vampire Lestat (VC2 - read by Frank Muller),759.69,DUPLICATE_EXTRA_COPY,None (Not in Manifest),1985 - The Vampire Lestat (VC2 - read by Frank Muller),Unknown,,
